uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link,idx
36906,Jashin-chan Dropkick,"The demon Jashin-chan has been summoned to Earth by Yurine Hanazono, a girl with a knack for the occult. Unfortunately, Yurine does not actually know how to send Jashin-chan back to Hell. Now stuck on Earth, she must live at Yurine's apartment as her familiar. 
 
The only way for Jashin-chan to return would be to kill her summoner, but this is easier said than done for the incompetent demon. Since Jashin-chan is immortal and can regenerate her body, Yurine does not hold back in attacking her with a range of weapons, punishing her in gruesome manners for her evil schemes. Jashin-chan is also often visited by her demon friends: the kindhearted Gorgon Medusa and the energetic minotaur Minosu, who seem much more well-behaved in contrast, and disapprove of her plans to kill Yurine. 
 
 Jashin-chan Dropkick  is a comedy focusing on these two reluctant roommates and their bizarre antics as they get by with their cat-and-mouse relationship. 
 
[Written by MAL Rewrite] 
","['Comedy', 'Supernatural']","Jul 10, 2018 to Sep 17, 2018",11.0,51921,1859,4174.0,6.9,https://cdn.myanimelist.net/images/anime/1892/93420.jpg,https://myanimelist.net/anime/36906/Jashin-chan_Dropkick,1761
800,NieA Under 7,"In the 21st century, aliens have arrived on Earth and live among humans. In sleepy Enohana, the dirt-poor student Chigasaki Mayuko finds herself living together with NieA, a low-caste (""Under Seven"") alien. While Mayuko struggles diligently to make ends meet, NieA seems to be totally unconcerned with the consequences of her actions. As the odd couple throws off the expected sparks, the wrecked alien mothership looms in the background...  
 
(Source: ANN)","['Comedy', 'Sci-Fi', 'Slice of Life']","Apr 26, 2000 to Jul 19, 2000",13.0,24718,2870,4182.0,6.9,https://cdn.myanimelist.net/images/anime/8/18922.jpg,https://myanimelist.net/anime/800/NieA_Under_7,2849
18095,Nourin,"Idol-obsessed Kousaku Hata is left devastated when his favorite, Yuka Kusakabe, unexpectedly announces her retirement at the peak of an illustrious career. As Yuka’s biggest fan, this news proves to be more difficult than he can bear. Shaken to his very core, he sinks into depression and places himself in self-imposed isolation. However, on the day his friends managed to convince him to attend school again, he gets a pleasant surprise. 
 
It turns out that his beloved idol, under the guise of Ringo Kinoshita, has transferred into his class. This miraculous development fills Kousaku with newfound resolve, as he dedicates himself to take advantage of the once-in-a-lifetime opportunity. With the support of his teacher and friends, Kousaku works toward getting close to the girl of his dreams and uncovering the reason for her retirement from the entertainment industry. 
 
[Written by MAL Rewrite]","['Comedy', 'Parody', 'Romance', 'Ecchi', 'School']","Jan 11, 2014 to Mar 29, 2014",12.0,124215,907,4183.0,6.9,https://cdn.myanimelist.net/images/anime/6/57563.jpg,https://myanimelist.net/anime/18095/Nourin,1048
32032,Seikaisuru Kado,"Cool-headed and rational, Kojirou Shindou is a government official and master negotiator with a well-earned reputation. While departing on a business trip, a giant cube materializes and his plane is taken undamaged into the mysterious, indestructible structure. 
 
As Japanese authorities attempt to identify the cube's properties and origins, Shindou encounters an otherworldly entity known as Yaha-kui zaShunina, who materializes in the form of a human man. He assures Shindou that the passengers are not in any danger and requests help in negotiations with the human world. 
 
Hailing from a higher dimensional universe known as Novo, Yaha-kui zaShunina is able to transfer information between Novo and Shindou's universe through a cube called Kado. Despite having these unfathomable abilities, he does not appear hostile. Instead, he announces that he has come to this world with only one intention: to ""advance"" humanity—starting with Japan. 
 
[Written by MAL Rewrite]",['Sci-Fi'],"Apr 7, 2017 to Jun 30, 2017",12.0,84904,1287,4186.0,6.9,https://cdn.myanimelist.net/images/anime/3/85255.jpg,https://myanimelist.net/anime/32032/Seikaisuru_Kado,1483
6112,Shin Koihime†Musou,"Kanuu and Chouhi's group rescue a mysterious girl, who is actually the real Ryuubi, her name and heirloom sword stolen after the events of the last season. The group sets off to recover Ryuubi's sword. At the same time, a group of street performers, the three Chou Sisters, are given a mysterious magic book that may be more trouble than they think....The franchise re-imagines the classic Chinese historical novel Romance of the Three Kingdoms (Sangokushi) as a ""moe (fiery), moe (preciously cute) action love comedy"" with an almost all-female cast. 
 
(Source: ANN) ","['Comedy', 'Ecchi', 'Fantasy', 'Historical']","Oct 5, 2009 to Dec 21, 2009",12.0,26009,2773,4187.0,6.9,https://cdn.myanimelist.net/images/anime/11/74035.jpg,https://myanimelist.net/anime/6112/Shin_Koihime%E2%80%A0Musou,2544
30365,Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,"An OVA that will be bundled with the seventh volume of the  Shinmai Maou no Testament  manga, to be released January 2016. ","['Action', 'Demons', 'Ecchi', 'Fantasy', 'Harem', 'Romance']","Jan 26, 2016",1.0,46109,2007,4188.0,6.9,https://cdn.myanimelist.net/images/anime/1568/95614.jpg,https://myanimelist.net/anime/30365/Shinmai_Maou_no_Testament_Burst__Toujou_Basara_no_Shigoku_Heiwa_na_Nichijou,2133
8190,Nodame Cantabile: Finale OVA,"An anime-original story written by Ninomiya Tomoko, this is an extra episode that falls between the end of Nodame Cantabile (Finale) and Nodame Cantabile Opera-hen.  It's spring.  Nodame is getting very close to graduating from the Conservatoire and Chiaki is keeping himself busy professionally.","['Comedy', 'Romance', 'Josei']","Apr 26, 2010",1.0,23074,2971,1336.0,7.63,https://cdn.myanimelist.net/images/anime/13/22335.jpg,https://myanimelist.net/anime/8190/Nodame_Cantabile__Finale_OVA,2246
6793,"Kuroshitsuji: Sono Shitsuji, Kougyou","The Phantom Company plans a stage play for the poor children for it's 3rd anniversary since its foundation. But the original theater performers got into a ship accident on their way to London and won't make it in time for the presentation. Faced with this situation Ciel commands Sebastian, ""Make the stage play a success"". And just like that, Ciel, with his three servants, Lau and Ranmao, Soma and Agni, start rehearsing Hamlet. Even Undertaker and Grell show up for the show, and the rehearsals go on. Will the stage play go through as planned?  
 
(Sources: kuroshitsuji.tv, elune)","['Comedy', 'Historical', 'Demons', 'Supernatural', 'Shounen']","Sep 30, 2009",1.0,77372,1385,1333.0,7.63,https://cdn.myanimelist.net/images/anime/8/21336.jpg,https://myanimelist.net/anime/6793/Kuroshitsuji__Sono_Shitsuji_Kougyou,2234
3466,Kino no Tabi: The Beautiful World - Tou no Kuni,"Waking up from a nap, Kino is relieved to see that a certain tower from afar is still proudly standing. Located in the heart of the Tower Country, the immensely tall tower stretches high into the sky, reaching seemingly infinite heights. The tower looks like something out of a dream, but the breathtaking construction is unmistakably real. Intrigued, the traveling partners Kino and Hermes—the talking motorcycle—journey to the tower to get a closer look at the building. 
 
Despite already being unbelievably tall, the tower is still being built by the townspeople to this day. Puzzled by the origins of the tower, Kino and Hermes ask around the town for information, but they fail to obtain any definitive answer. They continue to observe both the tower and the townspeople during their stay, hoping to understand the reasoning behind building a tower that requires so much effort. After all, there is always something to learn... even from the strangest of countries. 
 
[Written by MAL Rewrite]","['Adventure', 'Fantasy', 'Psychological']","Oct 19, 2005",1.0,29223,2601,1332.0,7.63,https://cdn.myanimelist.net/images/anime/11/62873.jpg,https://myanimelist.net/anime/3466/Kino_no_Tabi__The_Beautiful_World_-_Tou_no_Kuni,2363
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,"Miou Aida and Haruki Serizawa might seem like polar opposites to those around them, but as the two third-years prepare to end their high school experience, they couldn't have been been closer. While Miou is a shy and reserved member of the school art club that prefers to stay out of the limelight, Haruki is the boisterous and confident ace of the movie club, already winning awards for his directing prowess. However, after a previous chance encounter during their school entrance ceremony, they quickly become friends despite their stark differences in personality. But although their closeness might be growing, they've never become anything more than just that, much to the bewilderment of their friends. 
 
As their time in high school draws to a close, Miou and Haruki, along with their friends in the art and movie clubs, have just one year left to face their hidden feelings and the daunting task of deciding their future careers. The two might always be only an arm's reach away, but as Haruki chases his dream of becoming a professional movie director and Miou struggles with choosing a path for herself, they'll learn just how hard it is to get past those last 10 centimeters. 
 
[Written by MAL Rewrite]","['Comedy', 'Drama', 'Romance', 'School']","Nov 25, 2017 to Dec 30, 2017",6.0,93726,1173,1331.0,7.63,https://cdn.myanimelist.net/images/anime/2/89554.jpg,https://myanimelist.net/anime/36220/Itsudatte_Bokura_no_Koi_wa_10_cm_Datta,15
23251,Gugure! Kokkuri-san,"Kohina Ichimatsu, the self-proclaimed doll, called out the fox ghost Kokkuri-san with a suspicious incantation! But it was a story of the past where Kokkuri-san was able to answer any question you had. Nowadays, it relies on a certain search engine, but is actually bad at anything digital. He was going to possess Kohina, but got worried about her living all alone and devotes himself to do chores as if he was her mother. On top of that, the dog ghost Inugami who is infatuated with Kohina and the old good-for-nothing supernatural raccoon dog Shigaraki decide to root themselves with her as well!  
 
(Source: Crunchyroll)","['Comedy', 'Shounen', 'Supernatural']","Oct 6, 2014 to Dec 22, 2014",12.0,133287,850,1326.0,7.63,https://cdn.myanimelist.net/images/anime/6/65665.jpg,https://myanimelist.net/anime/23251/Gugure_Kokkuri-san,1891
14131,Girls & Panzer,"""Senshadou"" is a traditional sport using World War II era tanks in elimination-based matches. Widely practiced by women and girls alike, it's advertised as a form of art geared towards making ladies more prominent in culture and appealing to men. Becoming a worldwide phenomenon over time, the influence of senshadou leads to the creation of a world championship which will soon be held in Japan. 
 
Miho Nishizumi, who comes from a lineage of well-respected senshadou specialists, is at odds with the sport after a traumatic event led to her retirement and eventually a rift to form between her and her family. To steer clear of the practice as much as possible, she transfers to Ooarai Girls High School where the senshadou program has been abolished. However, with the news of the upcoming championships, the school revives their tankery program, and Miho is pushed into joining. 
 
Now, with the aid of some new friends, she must overcome her past and once again take command of a squadron of tanks in an effort to save her school from closure, all while proving to her family that the Nishizumi-style of senshadou is not solely about victory. 
 
[Written by MAL Rewrite]","['Action', 'Sports', 'Military', 'School']","Oct 9, 2012 to Mar 25, 2013",12.0,183680,591,1325.0,7.63,https://cdn.myanimelist.net/images/anime/9/40969.jpg,https://myanimelist.net/anime/14131/Girls___Panzer,2138
31706,Fate/kaleid liner Prisma☆Illya 3rei!!,"Waking up to find herself in a parallel version of Fuyuki City, Illyasviel ""Illya"" von Einzbern is lost and alone. She discovers her home in ruins, with a massive crater lying in the center of her hometown. With snow falling in the middle of summer, confusion consumes the young elementary schooler, who has no knowledge of where her friends or her wand Ruby may be. 
 
Making it to the remains of her house, she is suddenly tackled by an amnesiac girl. Wearing a gym uniform as the icy temperature sets in, the mysterious girl has no idea of where she is or why she showed up. However, this stranger, known as Tanaka, apparently has information about the location of Rin Toosaka, Miyu Edelfelt, and the rest of Illya's missing friends.  
 
Fleeing from agents of the Ainsworth family⁠—those in control of this parallel realm—where will these two end up, and how will Illya restore the present back to the world she once knew? 
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Fantasy', 'Magic']","Jul 6, 2016 to Sep 21, 2016",12.0,74677,1432,1323.0,7.63,https://cdn.myanimelist.net/images/anime/7/80834.jpg,https://myanimelist.net/anime/31706/Fate_kaleid_liner_Prisma%E2%98%86Illya_3rei,415
34777,91 Days Special,"This episode contains three stories.  
 
The first story, ""Toki no Asase"" (Shoals of Time), will center on Nero and Vanno persuading Frate to skip mass with them and see the circus. 
 
The second story, ""Subete no Kinou"" (Yesterday Before Everything), will focus on Ganzo, as he meets a young man named Vincente at a bar, and asks Ganzo to do something for him. 
 
The third story, ""Ashita, Mata Ashita"" (Tomorrow, and then Tomorrow), is set after Nero and Avilio defeat Mad Mack and are on the way back to Lawless. Nero suffers from fever dreams, and Avilio nurses him back to health. 
 
(Source: ANN)","['Action', 'Historical', 'Drama']","Jul 5, 2017",1.0,27472,2708,4193.0,6.89,https://cdn.myanimelist.net/images/anime/3/87263.jpg,https://myanimelist.net/anime/34777/91_Days_Special,1450
33950,Black Clover: Jump Festa 2016 Special,An OVA episode bundled with the 11th manga volume.,"['Action', 'Comedy', 'Magic', 'Fantasy', 'Shounen']","Nov 27, 2016",1.0,22886,2992,4195.0,6.89,https://cdn.myanimelist.net/images/anime/7/84639.jpg,https://myanimelist.net/anime/33950/Black_Clover__Jump_Festa_2016_Special,1279
8440,Black Lagoon Omake,"Special omake episodes from the Blu-Ray releases, showing the heroines and foes in funny, uncommon situations.",['Comedy'],"Dec 23, 2009 to Mar 25, 2010",7.0,46028,2000,4196.0,6.89,https://cdn.myanimelist.net/images/anime/13/22266.jpg,https://myanimelist.net/anime/8440/Black_Lagoon_Omake,2744
36480,Drifters (OVA),"Despite the Ends’ attack on Verlina being successfully repelled, the war has not yet ended. With the monster armies regrouping, the Black King tightens his grasp on the already conquered territory. New conflicts erupt all across Orte, as its remaining forces struggle to retain control over long-oppressed demi-human races. 
 
While Ends grow more potent each day, Toyohisa Shimazu remains unconscious after heavy injuries suffered during the Battle of Verlina. Facing enemies on every side, humanity’s fate is still on a knife's edge. 
 
[Written by MAL Rewrite]","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Historical', 'Samurai', 'Seinen']","Dec 23, 2017",2.0,51040,1871,1322.0,7.63,https://cdn.myanimelist.net/images/anime/1027/97819.jpg,https://myanimelist.net/anime/36480/Drifters_OVA,2798
67,Basilisk: Kouga Ninpou Chou,"For centuries, the Iga and Kouga ninja clans have engaged in a bitter war. But when a ceasefire is ordered by the powerful warlord Ieyasu Tokugawa, the two clans are forced to put down their arms. 
 
Years later, Gennosuke Kouga, heir of the Kouga clan, and Oboro Iga, heir of the Iga clan, have fallen in love. Through marriage, both heirs aim to bring peace to the clans. But their hopes are dashed when flames of rivalry between their clans are reignited, and they are dragged into another war. 
 
Ieyasu's two grandsons have both claimed to be the next heir to the shogunate. To resolve this dispute, both the Kouga and Iga are ordered to send their 10 best warriors to fight in a bloody battle royale, with each clan representing one of the potential shogunate heirs. Two scrolls with the names of the fighters are given and are to be marked in blood upon the given fighter's death. The prize for winning is the favor of the Tokugawa shogunate for a thousand years. Torn between their love for each other and duty to their clans, Gennosuke and Oboro must ultimately decide the fate of their clans. 
 
[Written by MAL Rewrite]","['Action', 'Adventure', 'Historical', 'Supernatural', 'Romance', 'Samurai', 'Fantasy']","Apr 13, 2005 to Sep 21, 2005",24.0,141885,784,1320.0,7.63,https://cdn.myanimelist.net/images/anime/11/6793.jpg,https://myanimelist.net/anime/67/Basilisk__Kouga_Ninpou_Chou,2630
880,Aa! Megami-sama!: Sorezore no Tsubasa,"One year after goddess Belldandy emerged from Keiichi Morisato's mirror and promised to stay with him forever, a new threat to their happiness emerges, one that could end the contract between Belldandy and Keiichi.  
","['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']","Apr 7, 2006 to Sep 15, 2006",22.0,53138,1819,1319.0,7.63,https://cdn.myanimelist.net/images/anime/4/78931.jpg,https://myanimelist.net/anime/880/Aa_Megami-sama__Sorezore_no_Tsubasa,1633
11319,Zero no Tsukaima F,"Saito Hiraga and Louise Françoise Le Blanc de La Vallière go on the offensive after the events of  Zero no Tsukaima: Princesses no Rondo . Together, they face off against King Joseph in the Holy City of Romalia with the help of two others who control the power of the “void”. But in the midst of the many conflicts ahead of them, an ancient evil begins to stir in the shadows.  
 
Will their close bonds blossom into something more or will they be shattered through the ever increasing difficulty of the tasks that they must undertake?  Zero no Tsukaima F  follows the story of Louise and Saito as they face their final challenges together. 
 
[Written by MAL Rewrite]","['Adventure', 'Magic', 'Romance', 'Ecchi', 'Fantasy']","Jan 7, 2012 to Mar 24, 2012",12.0,281920,349,1318.0,7.64,https://cdn.myanimelist.net/images/anime/2/75559.jpg,https://myanimelist.net/anime/11319/Zero_no_Tsukaima_F,248
29854,Ushio to Tora (TV),"Ushio Aotsuki is a stubborn middle school student and son of an eccentric temple priest who goes about life without care for his father's claims regarding otherworldly monsters known as youkai. However, as he is tending to the temple while his father is away on work, his chores lead him to a shocking discovery: in the basement he finds a menacing youkai impaled by the fabled Beast Spear. 
 
The beast in question is Tora, infamous for his destructive power, who tries to coerce Ushio into releasing him from his five hundred year seal. Ushio puts no trust in his words and refuses to set him free. But when a sudden youkai outbreak puts his friends and home in danger, he is left with no choice but to rely on Tora, his only insurance being the ancient spear if he gets out of hand. 
 
Ushio and Tora's meeting is only the beginning of the unlikely duo's journey into the depths of the spiritual realm. With the legendary Beast Spear in his hands, Ushio will find out just how real and threatening the world of the supernatural can be. 
 
[Written by MAL Rewrite]","['Action', 'Adventure', 'Comedy', 'Demons', 'Shounen', 'Supernatural']","Jul 3, 2015 to Dec 25, 2015",26.0,151603,734,1317.0,7.64,https://cdn.myanimelist.net/images/anime/8/74945.jpg,https://myanimelist.net/anime/29854/Ushio_to_Tora_TV,1106
18139,Tonari no Seki-kun,"All Rumi Yokoi wants to do is focus during school, but she is constantly distracted by Toshinari Seki, her neighboring classmate. Paying attention during class is the least of Seki's worries, as he obsesses over intricate setups created using an assortment of items, from an elaborate domino course on his desk to a treacherous war played out with shogi pieces. Yokoi desperately attempts to focus in class, only to be repeatedly sucked into his intriguing eccentricities; however, they always seem to end up with her getting in trouble with their teacher. Fortunately, lessons will never be dull with Seki's antics around! 
 
[Written by MAL Rewrite]","['Comedy', 'School', 'Seinen']","Jan 6, 2014 to May 26, 2014",21.0,149590,742,1316.0,7.64,https://cdn.myanimelist.net/images/anime/9/55489.jpg,https://myanimelist.net/anime/18139/Tonari_no_Seki-kun,813
1557,Shounen Onmyouji,"Masahiro is the grandson of the great onmyouji, Abe no Seimei. However, he lost his sixth sense that enables him to see supernatural beings, which is very important for an onmyouji. Thus, he is left with no choice but to try and pick a different career. But one day, a strange mononoke appears, which he names Mokkun, who shows him his true potential powers after fighting a demon. With the assistance of Mokkun, his quest to become the greatest onmyouji begins.","['Action', 'Magic', 'Fantasy', 'Supernatural', 'Demons', 'Historical', 'Shoujo']","Oct 3, 2006 to Mar 13, 2007",26.0,44015,2060,1314.0,7.64,https://cdn.myanimelist.net/images/anime/11/23852.jpg,https://myanimelist.net/anime/1557/Shounen_Onmyouji,2015
35241,Konohana Kitan,"In a bustling village of spirits, Yuzu, a cheerful fox girl, starts her first job as an attendant at the traditional hot springs inn Konohanatei. Though Yuzu has no experience working at such a high-class establishment, Kiri, the affable and reliable head attendant, immediately puts her to work learning the basics. 
 
While Yuzu's eagerness initially proves to be more of a hindrance than a blessing, her playful nature brings a unique charm to the inn, as both customers and her fellow workers quickly warm up to her clumsy yet well-meaning mistakes. Under the guidance of the other foxes—the rigid Satsuki, the carefree Natsume, the critical Ren, and the quiet Sakura—Yuzu steadily learns the trade of an inn attendant while learning to love the magical world surrounding her. 
 
 Konohana Kitan  presents the heartwarming tale of a simple fox girl forging bonds with others and finding a home amidst the mysterious, beautiful world of spirits. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Fantasy', 'Seinen', 'Shoujo Ai']","Oct 4, 2017 to Dec 20, 2017",12.0,87088,1250,1313.0,7.64,https://cdn.myanimelist.net/images/anime/3/88431.jpg,https://myanimelist.net/anime/35241/Konohana_Kitan,1711
145,Kareshi Kanojo no Jijou,"Yukino Miyazawa is the female representative for her class and the most popular girl among the freshmen at her high school. Good at both academics and sports on top of being elegant and sociable, she has been an object of admiration all her life. However, in reality, she is an incredibly vain person who toils relentlessly to maintain her good grades, athleticism, and graceful appearance. She wants nothing more than to be the center of attention and praise—which is why she cannot stand Soichiro Arima, the male representative for her class and the only person more perfect than her. Since the first day of high school, she has struggled to steal the spotlight from her new rival but to no avail. 
 
At last, on the midterm exams, Yukino gets the top score and beats Soichiro. But, to her surprise, he congratulates her on her achievement, leading her to question her deceptive lifestyle. When Soichiro confesses his love to Yukino, she turns him down and gloats about it at home with only a hint of regret. But the very next day, Soichiro visits Yukino house to bring her a CD and sees her uninhibited self in action; now equipped with the truth, he blackmails her into completing his student council duties. Coerced into spending time with Soichiro, Yukino learns that she is not the only one hiding secrets. 
 
[Written by MAL Rewrite]","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']","Oct 2, 1998 to Mar 26, 1999",26.0,144576,767,1312.0,7.64,https://cdn.myanimelist.net/images/anime/8/23877.jpg,https://myanimelist.net/anime/145/Kareshi_Kanojo_no_Jijou,2032
3731,Itazura na Kiss,"When her newly-built home is razed to the ground by an earthquake, low-achieving, clumsy, and troublesome third-year high school student Kotoko Aihara is forced to share a roof with the school's—and possibly Japan's—smartest student, Naoki Irie. Kotoko is not actually a complete stranger to Irie-kun; unfortunately, a single love letter that she tried to give him in the past has already sealed her fate as far as he is concerned. Throw in some quirky friends and a meddlesome mother, and Kotoko might not even have a snowball's chance in hell of winning the older Irie boy's heart. Yet Kotoko remains optimistic that, because she now lives in his house, her unattainable crush on the genius since the beginning of high school has never been more within reach. 
 
[Written by MAL Rewrite]","['Comedy', 'Romance', 'Shoujo']","Apr 5, 2008 to Sep 25, 2008",25.0,197024,544,1310.0,7.64,https://cdn.myanimelist.net/images/anime/10/19933.jpg,https://myanimelist.net/anime/3731/Itazura_na_Kiss,2084
7661,Giant Killing,"East Tokyo United (ETU) has been struggling in Japan's top soccer league for the past few years. It has taken everything they have just to avoid relegation. To make matters even worse, the team has lost five matches in a row, leading to abysmal team morale. Even the fans are beginning to abandon them, and rumors hint that the home ground municipality is going to withdraw their support. With countless coaches fired and poor financial choices in hiring players, it is a downward spiral for ETU. 
 
The board of directors, under pressure from general manager Kousei Gotou, takes a gamble and hires a new coach—the slightly eccentric Takeshi Tatsumi. Though considered a great soccer player when he was younger, Tatsumi abandoned ETU years ago. However, since then, he has proven himself successful as the manager of one of England's lower division amateur teams. 
 
Tatsumi's task won't be easy; ETU fans call him a traitor, and the team is pitted against others with larger budgets and better players. Yet even the underdog can take down a goliath, and Tatsumi claims he is an expert at giant killing. 
 
[Written by MAL Rewrite]","['Sports', 'Drama', 'Seinen']","Apr 4, 2010 to Sep 26, 2010",26.0,51876,1851,1324.0,7.63,https://cdn.myanimelist.net/images/anime/13/30191.jpg,https://myanimelist.net/anime/7661/Giant_Killing,2526
33524,Sakamoto Desu ga? Special,Unaired episode 13 included with the fifth Blu-ray and DVD volume.,"['Slice of Life', 'Comedy', 'School', 'Seinen']","Sep 26, 2016",1.0,50419,1888,4348.0,6.86,https://cdn.myanimelist.net/images/anime/5/80646.jpg,https://myanimelist.net/anime/33524/Sakamoto_Desu_ga_Special,950
14355,Yama no Susume,"As a child, Aoi Yukimura adored mountains and was passionate about climbing. However, a playground accident has since left her afraid of heights, turning her toward indoor hobbies. Unfortunately, now a shy and timid first-year high school student, Aoi has become so absorbed in these pastimes that she can barely socialise with others, leaving her practically friendless. It’s only when she runs into the lively Hinata Kuraue, an old friend from her climbing days, that things start to change.  
 
Impulsive and high-spirited, Hinata insists on having Aoi join her in all sorts of climbing activities. Though reluctant at first, Aoi quickly finds that her time with Hinata brings back fond memories of their childhood and soon decides to start climbing again. As the return to her past hobby starts to bring her out of her shell, Aoi finds herself gaining close friends, taking on new challenges, and continuing to find her own encouragement to climb. 
 
[Written by MAL Rewrite]","['Adventure', 'Slice of Life', 'Comedy']","Jan 3, 2013 to Mar 21, 2013",12.0,52741,1831,4398.0,6.85,https://cdn.myanimelist.net/images/anime/7/75525.jpg,https://myanimelist.net/anime/14355/Yama_no_Susume,2338
2166,Doujin Work,"Doujin Work follows the life of a young girl named Najimi Osana and her exposure into the doujin world. She was first tempted into becoming a doujin artist after seeing how much one of her friends can make at a convention. Najimi loves to draw, though soon learns contrary to what she expected that this new world is anything but easy. As she attends more conventions and meets more people, Najimi eventually manages to find a group of very interesting friends. These friends already have some experience in the field and help her out along the way so that she can someday make a name for herself creating doujinshi. 
 
(Source: ANN)","['Slice of Life', 'Comedy']","Jul 4, 2007 to Sep 19, 2007",12.0,23976,2914,4446.0,6.83,https://cdn.myanimelist.net/images/anime/8/75482.jpg,https://myanimelist.net/anime/2166/Doujin_Work,2827
62,D.C.: Da Capo,"Every year the flowers bloom. Mysterious Cherry Blossoms blooming all over a crescent shaped island. That island is the island of Hatsune... 
 
The main character who goes to Kazami Academy, Asakura Junnichi, has the power to see the dreams of other people in his sleep. He was also taught magic by an old lady that allows him to create sweets. 
 
One day, Junnichi seems to have seen someone's dream again while he was sleeping. Inside that dream, a girl who was a childhood friend of his appeared. But, he was woken up by his sister Asakura Nemu, forcing him to come back to his regular life. Nemu doesn't actually have any blood relation to Junnichi but their bond is deeper than other real brothers and sisters. So deep that it gives the illusion that they're lovers. 
 
It was another peaceful normal day waking up early in the morning and going to Kazami Academy. Together with childhood friend Amakase Miharu, the academy idol Shirakawa Kotori, the two sisters Mizukoshi Moe and Mako who prefer eating nabe on the school roof for lunch. Going through their day as usual, their childhood friend, Yoshino Sakura, who they thought had moved to America suddenly appears. It was a surprise for Junnichi and Nemu. Sakura tells them, ""I came to finish the promise we made during our childhood""... 
 
(Source: AnimeNfo and AniDB) ","['Harem', 'Drama', 'Magic', 'Romance']","Jul 5, 2003 to Dec 27, 2003",26.0,62448,1620,4445.0,6.83,https://cdn.myanimelist.net/images/anime/4/73936.jpg,https://myanimelist.net/anime/62/DC__Da_Capo,2725
12783,Sora no Otoshimono Final: Eternal My Master,The second movie of  Sora no Otoshimono  that concludes the anime series.,"['Comedy', 'Ecchi', 'Harem', 'Sci-Fi', 'Shounen', 'Supernatural']","Apr 26, 2014",1.0,70894,1484,4433.0,6.84,https://cdn.myanimelist.net/images/anime/3/58059.jpg,https://myanimelist.net/anime/12783/Sora_no_Otoshimono_Final__Eternal_My_Master,934
12461,Hiiro no Kakera,"Gods and ghosts only exist in fairy tales, right? That's the impression that high school girl Tamki Kasuga has before she goes to live with her grandmother in the remote village of Kifumura. After being attacked by strange creatures upon her arrival, she is soon informed that females in her family contain the blood of the Tamayori Princess, who has the responsibility and power of keeping gods and ghosts sealed away so that they can't harm the general public. At first Tamaki has trouble believing this, but having five beautiful young men following her everywhere she goes acting as her guardians goes a long way towards convincing her. 
 
There's more to this job than Tamaki first realizes, however, and the path that lies ahead of her is fraught with peril and danger. Will she be able to successfully take on the heavy role that has been put on her shoulders?","['Fantasy', 'Romance', 'Shoujo', 'Supernatural']","Apr 1, 2012 to Jun 24, 2012",13.0,81304,1336,4413.0,6.84,https://cdn.myanimelist.net/images/anime/3/36925.jpg,https://myanimelist.net/anime/12461/Hiiro_no_Kakera,1251
15377,Hyakka Ryouran: Samurai Bride,Second season of Hyakka Ryoran: Samurai Girls. ,"['Action', 'Ecchi', 'Comedy', 'Harem', 'Samurai', 'School']","Apr 5, 2013 to Jun 21, 2013",12.0,74648,1431,4414.0,6.84,https://cdn.myanimelist.net/images/anime/5/45248.jpg,https://myanimelist.net/anime/15377/Hyakka_Ryouran__Samurai_Bride,2300
26449,Akame ga Kill! Recap,Recap of the first eight episodes of  Akame ga Kill!  series.,"['Action', 'Adventure', 'Fantasy']","Aug 31, 2014",1.0,23076,2981,4401.0,6.84,https://cdn.myanimelist.net/images/anime/1567/102409.jpg,https://myanimelist.net/anime/26449/Akame_ga_Kill_Recap,2100
1121,Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,"This is the 6th Movie. 
 
Satoshi, Haruka, Takeshi, and Masato come upon the festival of the Wishing Star of Seven Nights. During their enjoyment, the legendary pokemon, Jirachi, decends from the heavens and befriends Masato. Jirachi, with the power to grant any wish, is sought after by many people wanting to claim its power. One man seeks to use its legendary power to revive an ancient pokemon known as Groudon, unaware of the dangers hidden within Jirachi's powers 
 
(Source: ANN)","['Adventure', 'Comedy', 'Kids', 'Drama', 'Fantasy']","Jul 19, 2003",1.0,62662,1615,4388.0,6.85,https://cdn.myanimelist.net/images/anime/13/75733.jpg,https://myanimelist.net/anime/1121/Pokemon_Movie_06__Nanayo_no_Negaiboshi_Jirachi,1543
31980,Okusama ga Seitokaichou!: Seitokaichou to Ofuro Asobi,Bundled with the limited edition ninth manga volume.,"['Comedy', 'Romance', 'Ecchi', 'Shounen']","Jan 27, 2016",1.0,29192,2612,4385.0,6.85,https://cdn.myanimelist.net/images/anime/12/78265.jpg,https://myanimelist.net/anime/31980/Okusama_ga_Seitokaichou__Seitokaichou_to_Ofuro_Asobi,1052
